P45985	Q14315
Q8N163	Q9P2S5
P32121	Q9H9J2
Q14525	Q9BUP0
Q00341	Q9H8T0
P60520	Q04637
Q15773	Q9Y3D0
O75352	Q9H0J4
P51571	Q9Y5J5
O43660	Q9H3G5
P40337	P41252
P61981	Q92625
Q7L1Q6	Q96QZ7
P22234	P52429
P14866	Q8N1I0
P04406	Q9H0J4
O15479	P49207
O95071	Q9Y5V3
P31151	Q9P286
Q00169	Q8NB16
O75832	P55036
P63151	Q15170
P33947	Q13530
P25942	P52434
P78543	Q96LI5
P78396	Q9P253
Q8TDY2	Q9BWU1
Q08211	Q9NX58
P28288	Q5EB52
O75352	P61247
Q15008	Q9Y4R8
P25788	Q9UNM6
P47755	Q6IBS0
O75365	Q14558
O43395	Q15287
P27348	Q9Y4H2
Q6IBS0	Q9P1U1
P35613	Q9UBB4
P11802	Q9UQE7
P49841	Q16637
Q9UMR2	Q9Y2U9
Q12769	Q9Y5V3
P23508	P26639
Q15126	Q15773
O95834	Q9HC98
O00264	P28288
O43586	Q9Y3U8
P53680	P57735
O43791	O60684
P40337	P49720
O95267	P40337
P51946	Q96JH8
O94832	Q13418
O75352	O95714
P51148	Q9NPF4
P13995	Q9UNM6
O76013	Q6IBS0
O75365	P57088
O14827	Q15126
P63010	Q15287
P50053	Q15287
Q9HCE1	Q9UHX1
P31930	Q9Y5M8
P22102	P62330
O14979	P31939
Q9BUV8	Q9Y5L0
Q15323	Q9Y6T7
P23508	Q01813
Q99608	Q9Y679
P62333	Q9UNM6
Q53HC9	Q9H8S9
P40337	Q9H0U4
O95400	P50053
P24941	Q99523
P61247	Q9NX58
O75643	P23508
P63167	Q9HC98
O75688	Q13310
Q8TDY2	Q9Y3A3
O75832	P62807
O75365	P43246
Q6P996	Q99623
Q15287	Q8WXA9
Q8IXJ6	Q9NQC3
Q6UB35	Q9P2S5
P62633	Q8TDN6
P49407	Q16627
P62249	Q9NY93
P26639	P78545
P49841	Q9NZI8
P39656	Q9Y2Q3
Q13418	Q86Y56
Q9Y5J5	Q9Y5L0
O75746	Q96T60
O75688	P04083
O75365	Q96EK5
O76081	Q92504
O00422	O00571
O75940	P37268
O00571	Q9Y4K3
P31946	Q9Y2A7
O75643	P61981
Q08117	Q99729
O14874	P12694
Q7L1Q6	Q8TCU6
Q12834	Q9Y2Z4
Q15758	Q9HC98
P60510	P62714
O43586	P42766
P25942	Q8NEW0
P10599	P25942
P40337	P62877
O60925	Q9P2S5
P27348	Q6ICG6
P09012	P31939
Q8IY81	Q9NY93
Q13823	Q9NY93
O60739	P00492
Q13418	Q15404
P55786	P56537
Q92621	Q9Y5V3
P11586	P23508
Q9P031	Q9Y3A3
P40337	Q15843
P27348	Q8IV61
O60285	P05109
P24941	Q96JH8
Q14558	Q9HC24
P05161	P78545
O60739	P62273
Q9NZT1	Q9Y5V3
O75365	Q5SRE5
O14730	P51571
Q15287	Q9UHX1
O75940	Q12874
P37802	P40337
P62633	P62750
P56537	P62330
P52565	Q9NZI8
Q96EL2	Q9NY93
O43768	P25205
P28566	P43686
P23508	Q9BUL8
O43586	P47914
O43353	Q99623
P40337	Q9Y3A3
P31946	Q12802
P27348	P55196
P27348	Q15276
P27348	P40818
P01889	P22234
P24941	Q15843
O43432	P60842
O60271	Q14240
P50053	Q96JB5
P35244	Q9P286
P62995	Q15287
Q09028	Q9NVP2
P31939	Q9Y375
Q86TA1	Q8WXI2
O00273	Q15751
O00571	P63167
P11171	P26640
P08621	P49841
P61626	Q38SD2
Q14683	Q9Y6J8
Q3ZCQ8	Q9BRX2
P33993	Q8IXH7
P48594	Q15853
P32121	Q8N983
P05109	Q9Y575
P49662	Q9H936
O00273	P23508
Q14203	Q9H8T0
Q96EK5	Q9Y2Q3
P46778	Q9NX58
P46379	Q9Y5V3
P23508	P61289
Q7Z794	Q9UBC1
Q13177	Q14161
P41252	Q15714
Q66GS9	Q9P2S5
P27348	Q9Y383
P27348	P49815
O60285	P10644
P22087	P32121
Q13111	Q9NVP2
P26441	P60228
O00273	Q96NT1
Q9Y5E4	Q9Y6T7
Q6DKJ4	Q96FZ7
O60739	P54577
Q9H0A0	Q9NX58
O15479	P46778
Q8N1F7	Q9HC98
O14593	Q14203
Q15714	Q9UHY1
Q5TCY1	Q92621
P60604	Q9Y4E8
P40337	Q9P031
P38159	P62633
P52565	Q99729
O14874	Q5W0B1
O14874	Q52LJ0
O00442	O14874
O00273	Q9HC24
O60783	Q9NY93
P52429	Q9BZD4
Q02040	Q14240
Q8N163	Q9Y2Q3
Q13418	Q9HBI1
P35580	Q13177
Q86Y56	Q96T60
P60510	Q9NY27
O14965	P42771
O14965	Q8N726
Q15714	Q8N1F7
P09669	Q8IXH7
O15067	Q9UBN6
Q15393	Q9UBN6
O95757	Q15853
P40337	Q15652
P27348	Q02241
P23458	P49407
P49662	Q14683
P35244	Q9NSA3
Q13617	Q16875
Q6P158	Q9NY93
P04439	Q9NYU2
O15479	P46781
P23508	P56192
O75688	P07355
O75365	P52272
O14730	P0DP25
P24941	Q15714
Q15714	Q9H936
P63104	Q14978
O60285	P06702
P49407	Q92541
Q15018	Q9NXR7
P04406	P10599
P16152	P23508
P52948	Q9H8S9
P31689	Q9NPF4
P25786	Q9UNM6
O14593	P39656
P24539	Q6XUX3
P08621	Q15287
P19532	P26640
P40337	Q16878
P61981	Q6P597
O76071	P33992
P19525	Q9UJU6
O14656	Q9UBM7
O14656	Q14204
P81605	Q14232
Q13418	Q9Y679
O15479	P67870
P21796	P23508
Q9BRX2	Q9NVI1
P62750	Q96BK5
P53396	Q9Y478
Q99623	Q9UHI6
O43719	P14678
P05452	Q9Y2W1
O95340	P40337
P24941	Q9P2S5
P61981	Q14739
P27348	P84103
P63104	Q9P0K7
P63104	Q86X27
O95831	Q9BUV8
O15260	Q9BUV8
P27797	P78545
O15479	Q9BS40
Q8N163	Q9Y5V3
P53680	Q9P286
Q6NXE6	Q9NRP7
O43150	Q969Z0
Q12974	Q15853
O00541	P32121
Q8WZ42	Q9NVP2
Q12834	Q3LI72
O15294	P24941
P62899	Q9NY93
O95239	Q9ULA0
O60739	P34897
O60739	P37802
P22234	P63092
P22234	Q5JWF2
O95467	P22234
P22234	P84996
P23508	Q5VSL9
P43686	P51665
O14730	P22087
Q8IXJ6	Q8N1N4
P19532	Q15843
O60573	Q9Y4K3
P61981	Q9H0H5
P26196	P27348
P01834	Q96JB5
P61927	Q9NY93
P06730	P60842
O75746	Q9BRX2
Q96BK5	Q9BZE4
Q8N1F7	Q99623
Q01130	Q15287
P26639	Q9Y4K3
P40337	P62807
Q6P2I7	Q9P2S5
P27348	P27448
O43390	P62633
O94817	Q9Y679
O94817	Q15459
O95400	P62308
P78545	Q9NSB4
O60739	Q9UBQ5
O60739	P84090
P56537	Q9Y3B9
Q9H583	Q9Y5V3
P25205	Q13177
Q71DI3	Q9Y6F1
Q6IBS0	Q8IUD2
O14593	Q96EY7
Q15287	Q8WUQ7
P07237	Q92956
P21796	P33176
P62633	P62899
P18077	P62633
P52565	Q01844
P42773	Q9NXS2
P55199	Q8IXJ6
P11171	P22234
P41235	Q13310
Q13418	Q9Y3T9
P06748	Q9NX58
P62273	Q9Y6J8
O15527	P62306
O14908	P56192
Q9NRG4	Q9NZI8
P52272	Q15714
O00571	P25942
P46379	Q9P2S5
Q8N163	Q9P1U1
P84090	Q9NQY0
P81605	Q9Y5S2
Q8TDY2	Q9UJU6
P35637	P56537
P49207	P56537
Q9BUJ2	Q9GZS1
O00264	Q9H9B4
Q5T9A4	Q96T60
Q96T60	Q9UHI6
O43741	Q9Y478
O43586	P49207
O14730	P20618
Q01844	Q9UHX1
P0DP25	P20823
P42704	Q9P2S5
A6ND36	P27348
P63104	Q96F86
Q96HA7	Q9NVP2
Q06455	Q9Y2W1
P54577	P56537
Q5TB80	Q9BS40
P00492	P23508
Q9H5V9	Q9UBC1
P28074	Q15008
P62857	Q96BK5
O43353	P62263
O00442	P46778
O14818	P16035
O43242	Q9P2S5
O94817	Q676U5
P68431	Q9NVP2
P24941	P49662
O43809	O95400
O76071	P51784
O14656	Q9P003
P62333	Q9BRP4
Q13418	Q9NZI8
Q13823	Q9NX58
Q9HAV4	Q9HC98
P22087	Q96RG2
P62140	Q9H788
O43586	P61513
P11940	Q9UHX1
P31946	Q9H4L5
P27348	Q4FZB7
P32121	Q6DKI1
P82933	Q9NY93
P49841	Q01844
P30153	Q14164
Q13418	Q9Y678
O00264	P39656
Q15287	Q15393
O00141	P55072
O75940	Q9NQ55
P40337	Q8N4S0
P01889	Q9Y265
O75363	Q9Y230
O95400	P62306
P98187	Q9UJU6
P08559	P52429
P15311	P60520
O43264	Q9Y2Q3
Q9BS40	Q9Y2W1
P42704	Q9Y5V3
Q3ZCQ8	Q9Y5V3
Q9HC98	Q9P035
P52948	Q9NR21
P55036	Q15008
O00422	P46459
Q15714	Q8N766
Q8IXH7	Q99623
P62263	Q15654
P60520	Q5TCY1
P61981	Q9UQB8
P63104	Q6ICG6
P62249	P62633
P01889	Q99460
Q04323	Q9NVP2
O00273	Q16611
P51571	Q9BUV8
P13073	Q9HC24
P46100	Q14240
P11171	P37802
P36639	Q9HC36
Q9P031	Q9P286
Q96T76	Q9Y5J5
O75569	Q14558
P19532	P63173
P60604	Q9Y679
P40337	Q9UNM6
P26639	P40337
P13693	P40337
P11586	Q9P2S5
P08069	P61981
P27348	Q7Z401
O60739	P22061
Q14164	Q9Y230
P23508	Q13200
Q9UBB4	Q9Y6J8
P52948	Q9H0J4
Q9HAV4	Q9Y5J5
P46781	Q6XUX3
P22234	Q9Y4K3
Q96C92	Q9UHQ7
Q13098	Q9P2S5
P27348	Q9NQU5
P27348	Q07955
P62633	Q9NRW3
P61160	Q16611
O75592	Q16611
P20618	P49662
P23508	P78396
P22087	Q9NY93
P29692	P78545
P56537	Q9BX66
O14556	P78549
O95433	Q9Y5J5
P30046	Q6XUX3
O00422	P60228
P19532	Q13263
O75815	P11940
Q9BUV8	Q9UIA9
O95400	P81605
P22087	P24941
P63092	Q9Y265
Q5JWF2	Q9Y265
O95467	Q9Y265
P84996	Q9Y265
Q96GQ7	Q9NX58
P56192	Q9Y478
P05109	Q15853
P35244	P40337
P63167	Q9NVP2
P11802	P57678
P14866	Q14232
Q08AM6	Q14240
Q14164	Q9P2J5
P06702	Q13418
Q969R8	Q9Y664
Q9UQE7	Q9Y5V3
P0DP25	Q96BK5
P57088	P62140
O75365	P24941
Q13761	Q99623
Q3MHD2	Q6XUX3
P17844	Q9Y6E0
Q93084	Q9P2S5
P63104	Q9NSK0
P48059	Q9NPH0
O75746	Q9BUV8
P24941	Q96Q40
P23458	P78545
P56537	Q92839
P15311	P23508
Q9GZS1	Q9UHI6
P55072	Q9P2S5
O75494	P27348
P35244	P62633
O95347	P49662
O95400	Q8IUR6
Q13617	Q9HC36
Q9NVI1	Q9Y2Q3
P04181	P56537
P20618	Q96RG2
O94832	Q9BRX2
Q13310	Q96BK5
Q13310	Q9UHX1
P31689	P31930
P40337	P50748
P23508	P40337
P22061	P40337
P51571	Q9P2S5
P32121	P51148
Q01844	Q13418
Q13418	Q9UHX1
Q13347	Q9NX58
O15479	P46779
Q86Y56	Q9Y5V3
O75365	O95831
Q15287	Q9UJV9
O14965	P04179
P35606	Q8IXH7
P62263	Q8IXH7
Q13263	Q9UBN6
O43491	P27348
P60520	Q8TD19
P61964	Q96RG2
O43264	Q9Y5J5
O76081	P40222
P51148	Q6XUX3
P78362	Q15287
O00141	P01876
O43791	P31150
P42224	P59826
P24390	Q9UHQ7
P62633	Q9Y3U8
O95400	Q01844
O15519	O60496
O60921	P25787
Q9P031	Q9Y5V3
Q9HC98	Q9NVI1
O75365	P54709
Q3ZCQ8	Q99623
Q15287	Q93009
O15169	Q9NRG4
P67812	Q92956
P61081	Q9H1Q7
Q9P2S5	Q9UHV9
O76071	Q86Y56
P09923	Q14240
P33993	Q9Y2Q3
Q9NVI1	Q9Y5V3
P21266	P29372
P33993	Q9BRX2
P60510	Q16204
O60232	Q02413
Q15714	Q9H9B4
Q12834	Q9BYQ3
P43243	Q9Y2Q3
P56192	Q13418
P78549	Q9HC36
Q9C0E2	Q9Y5J5
P60900	Q9UNM6
Q9UN86	Q9Y6E0
P31942	Q9Y6E0
P31946	Q9P2M7
P61981	Q02241
O76031	Q9BUV8
O15269	Q9BUV8
P49662	P52701
P30153	Q9NSA3
Q13418	Q14558
P60228	Q9Y5V3
P53007	Q9Y5V3
P22234	P23508
P78330	Q14558
P54136	Q15287
P19532	Q14152
P19532	P35244
Q76L83	Q9Y4K3
P21796	P81605
P61981	Q14525
O75815	P12268
P41091	P49662
P62273	Q9NY93
P34897	P63092
P34897	Q5JWF2
O95467	P34897
P34897	P84996
P41732	Q9Y664
Q9H223	Q9Y6J8
O14908	Q96T76
O14908	Q01995
O60232	Q99873
O75815	P41252
P49662	Q9NSA3
P33993	Q9UFF9
P62280	Q9NY93
Q13332	Q14240
P21796	P60520
Q9NSB4	Q9NX58
Q9ULX6	Q9Y5V3
O76081	Q9Y230
O00442	P22087
P04080	P40337
P40337	Q12996
P18583	P61981
P27348	Q86W92
Q12834	Q9BYQ4
P47914	Q9NY93
P11171	P30084
P43686	Q8N3K9
O00141	P41252
Q9UDY2	Q9Y4K3
P61981	Q6ICG6
P84090	Q9NPH0
Q99848	Q9NX58
Q9UBB4	Q9Y5V3
Q9Y5V3	Q9Y678
P58107	Q99623
Q15287	Q92620
Q13283	Q9UHX1
Q8WUM4	Q9Y6E0
P10606	Q8IXH7
P25942	Q5W0B1
Q15654	Q9HC36
Q5TCY1	Q9H583
P40337	Q92839
P12268	Q9H1Y0
P11802	Q04323
P01876	Q96JB5
O14818	Q14164
Q9Y3T9	Q9Y5V3
P10644	Q96EZ8
P78330	Q9Y6J8
Q92616	Q9HC98
O76081	Q9UI30
O00442	P62750
P40337	P46781
P27348	P46778
P11802	Q14683
Q13617	Q9NXV2
O60739	Q15369
Q14164	Q15084
Q5JVF3	Q9HC98
P62249	Q96BK5
P35580	Q9Y478
Q8IXH7	Q9ULA0
P27348	Q9P0V3
O95544	P63104
P39019	P62633
Q13418	Q9H2U1
P22234	P56537
P62899	Q9NX58
P41252	Q9Y5V3
P26196	Q9GZS1
P46379	P60510
O75365	Q96T76
O14787	O75365
P61289	Q15287
O43167	Q9Y6E0
P12268	P40337
Q6NXE6	Q9P2S5
P31946	Q96TC7
P01889	Q13263
O15269	Q9Y5V3
Q15029	Q9Y5J5
O76081	Q96CS3
O00422	O75964
O00422	Q9H993
O00141	Q9UQ80
P35244	Q15714
P62899	P63104
Q9UBB4	Q9Y2Q3
Q14164	Q7KZF4
P35813	Q9BS40
P23508	Q96QK1
Q99623	Q9Y678
O76081	Q01105
O75940	Q9HC36
P09661	P20823
Q15084	Q92956
P25942	Q92504
P06748	Q15853
P40337	Q99700
P78330	Q9NVP2
P11171	P27797
O43427	P57678
P52294	Q9NX58
P37108	Q9NX58
Q9HC35	Q9HC98
P24390	Q9HC98
P23526	Q96BK5
Q08380	Q99623
P27105	Q9UHX1
P40337	Q9UQN3
P62899	Q9UHQ7
Q5W0B1	Q9P2S5
P61981	Q96TC7
P63104	Q9Y2A7
P01889	P26038
P62899	Q9NVP2
Q8N983	Q9NY93
O60739	O75821
O60921	P00492
O15479	P62280
O43353	P63173
P60604	Q9UDY8
P27348	Q13247
Q9NVP2	Q9Y2R9
Q9BUV8	Q9UNL2
P49662	Q92616
P37108	Q9NY93
P08195	Q9Y2Q3
Q9Y664	Q9Y679
O75365	Q14139
P50053	Q9H6Z4
Q15287	Q16629
O75940	Q15427
O76070	P25205
P22087	P25942
P31146	P60604
Q9BUV8	Q9UI26
Q8WVX9	Q9BUV8
O60739	P05198
Q96A33	Q9Y5J5
O14827	P58107
Q8WXH2	Q9Y6E0
Q13200	Q9P2S5
P61981	Q7Z401
P62633	P84090
P24941	Q14CX7
P07948	P11802
P49841	P53396
Q14164	Q9Y4L1
P35606	Q13418
Q14011	Q9BS40
P04792	Q9Y5V3
O75643	Q9Y478
P09012	Q15287
O60506	Q9Y6E0
O15212	Q9P2S5
P25205	Q9P2S5
P14866	P63104
P62633	Q99848
P62633	Q9BUJ2
O14593	Q9BUV8
O15067	P11171
Q9GZS1	Q9NXS2
O75569	Q9Y3U8
O75365	P25205
O14730	P43686
O00141	P01833
P21796	Q9Y4K3
P61981	Q15276
O60506	P62633
P82930	Q9NY93
O00273	Q9Y4E8
O43427	Q9Y6B7
O60739	Q2NL82
O60739	P19105
P84090	Q13418
P09960	P23508
P00505	P29372
Q16543	Q9HC98
Q14444	Q96BK5
Q9H936	Q9UNM6
O14908	Q6P996
Q9HC36	Q9UHX1
O76070	Q96AE4
P17812	Q9Y4K3
O95801	Q5W0B1
P63104	Q13310
P49662	Q93008
Q8IY37	Q9NY93
P62273	Q14240
O75122	Q9BS40
P29372	P43487
Q9HC98	Q9Y230
Q5T160	Q9Y5J5
O14818	Q9UNM6
O14986	O43791
O14965	P68036
P20823	Q8IUC4
P14854	Q8IXH7
Q7L5D6	Q9P2S5
P31948	Q9P2S5
P31946	Q9UJ41
Q8TDN6	Q9Y5S2
P24941	Q9H1Q7
P06753	Q14240
P04792	Q13418
Q9Y4R8	Q9Y5V3
Q13200	Q9HC98
P82279	Q9UNM6
P07332	Q9UNM6
O75365	P78347
Q15287	Q9NWU2
O00442	Q02543
O75940	Q9Y265
Q5EB52	Q9H7B4
P35606	Q15714
Q15714	Q9Y5M8
P33993	Q9Y4K3
O95990	P81605
P35637	Q15853
P19105	P40337
P23284	P40337
O15294	Q9P2S5
P61981	Q9P2M7
P27037	P57105
P20339	Q60I27
P27986	Q13094
Q08881	Q13094
P16333	Q13094
O14746	P19338
O94763	O94763
P27348	Q9UQL6
Q15139	Q9UQL6
P41279	Q00653
P41279	Q04206
P41279	Q04864
P51003	Q04864
Q04206	Q04864
Q13114	Q92844
Q13233	Q16543
Q13233	Q13451
P61962	Q13233
Q13233	Q14568
P62888	Q13233
P36578	Q13233
P62277	Q13233
P61981	Q99759
Q99759	Q9NUG6
Q16543	Q99759
P34932	Q99759
Q14568	Q99759
Q7KZI7	Q99759
Q99759	Q9UHV9
Q6Q0C0	Q99759
P19838	P35606
P19838	Q04864
O60271	P19838
P19838	Q00653
P19838	Q04206
Q00653	Q969H0
Q00653	Q04864
O15027	Q00653
Q00653	Q04206
O75604	Q00653
O00505	P19838
P19838	P19838
P19838	Q01201
O00571	Q00653
Q00653	Q92896
Q00653	Q00653
Q00653	Q01201
P62888	Q00653
Q00653	Q02878
P62277	Q00653
Q04206	Q13576
Q04206	Q9ULX6
O96019	Q01201
Q01201	Q4VC05
Q01201	Q9UBN7
P52292	Q01201
O60684	Q01201
Q01201	Q04206
Q01201	Q92785
P51532	Q01201
Q01201	Q92922
Q01201	Q8TAQ2
Q01201	Q969G3
Q01201	Q12824
P51784	Q01201
O75390	Q9NYJ8
Q15750	Q9NYJ8
Q16543	Q9UHD2
Q14568	Q9UHD2
Q92844	Q9UHD2
A7MCY6	Q9UHD2
P19438	Q9BXW9
P01375	P19438
P20333	Q9BXW9
P01375	P20333
P51787	Q9Y4K3
P28074	Q9Y4K3
P62191	Q9Y4K3
P35998	Q9Y4K3
P17980	Q9Y4K3
Q99460	Q9Y4K3
O00232	Q9Y4K3
Q9UNM6	Q9Y4K3
O43242	Q9Y4K3
P51665	Q9Y4K3
O75417	P53680
O75533	O94817
P51991	P52565
P49407	Q7Z4V5
P49407	P68400
P49407	Q96DG6
P31939	Q96DG6
Q9HAW0	Q9UIA9
Q86Y56	Q9HAW0
Q8TEX9	Q9HAW0
Q9HAW0	Q9Y678
Q9HAW0	Q9NVI7
Q9C0E2	Q9HAW0
P56192	Q9HAW0
O95831	Q9HAW0
Q92616	Q9HAW0
P57678	Q9HAW0
Q01804	Q9HAW0
Q9HAW0	Q9Y5L0
Q9HAW0	Q9NVI1
Q9HAW0	Q9Y3T9
P57088	Q9HAW0
O60762	Q9HAW0
P28288	Q9HAW0
P08195	Q9HAW0
Q9HAW0	Q9P035
Q8N1F7	Q9HAW0
Q96QU8	Q9HAW0
Q9HAW0	Q9NXE4
O43795	Q9HAW0
Q5W0B1	Q9HAW0
Q8IYB5	Q9HAW0
O75533	Q9HAW0
O94874	P49662
P49662	Q9Y277
O95400	Q96DG6
O76009	Q12834
O94874	Q96JB5
P40616	Q96JB5
O00159	O76071
Q13617	Q96DG6
Q92796	Q9UQM7
Q15323	Q92796
Q92764	Q92796
P78386	Q92796
O76011	Q92796
P04083	Q92796
Q13617	Q92796
Q92796	Q9NSB4
Q92796	Q9BQ90
P62807	Q92796
P33764	Q92796
O76009	Q9ULA0
Q14240	Q96DG6
O75716	Q93063
O76070	Q93063
Q93063	Q9Y4L1
P26441	Q93063
Q15369	Q93063
P62273	Q93063
P82279	Q93063
P0C7M8	Q93063
P15090	Q93063
O43427	P0C7M8
O43427	P14174
P60520	P69891
O60739	P24752
O60739	P51149
P01241	Q9Y3F4
P49841	Q9Y3F4
O75533	P49841
O15379	O75533
P41235	Q93063
P43360	Q96DI7
O75533	Q96DI7
Q9NR30	Q9NX58
P42704	P43360
P43360	Q92616
P39656	P43360
P43360	P78344
P43360	Q8N163
P43360	Q9HAV4
P43360	Q04637
P43360	Q86Y56
P43360	Q00341
O15479	P62854
O15479	P83881
O75643	P01106
P01106	Q9H583
P01106	Q8N6R0
P01106	Q92621
P01106	P52701
P01106	P33993
P01106	Q07864
P01106	Q8N1F7
P01106	Q9NVI1
P01106	Q92616
P01106	Q9GZR7
P01106	Q92974
P01106	P57678
P01106	Q6P2Q9
P01106	Q9BQG0
P01106	Q96A65
P01106	Q9Y5Q9
P01106	P61244
P01106	Q9UL63
P01106	Q15029
P01106	P51532
O43795	P01106
P01106	P07910
P01106	Q29RF7
P01106	Q8N163
O00159	Q9HC98
P22392	Q14204
P22392	Q15435
P22392	P58107
P22392	P53396
P22392	P62807
P22392	P61626
P22392	P52434
P22392	P28222
P22392	Q12972
P22392	Q9Y230
P22392	Q15084
P22392	P31939
P22392	P25787
O14818	P22392
P22392	P31948
P22392	P33176
P22392	P63173
O15160	Q9GZS1
Q9BS40	Q9BZ23
P21796	Q9BZ23
Q9BZ23	Q9H2U1
O14827	Q9BZ23
Q9BZ23	Q9H0J4
Q8IYB5	Q9Y5J5
P17612	Q9Y2B9
P10644	P17612
O43586	Q9NR30
O43586	P83881
O75365	Q8IYB5
O00159	O14908
P41220	Q9P2D0
P41220	P60228
O14730	P43360
P68400	Q15287
O75533	Q15287
O14893	Q15287
Q15287	Q9Y3F4
Q9BVM2	Q9Y265
O00442	Q9NR30
O75533	Q9UHX1
P51991	Q9UHX1
P49591	Q8IXJ6
O75533	O75940
O75940	Q9NR30
P51991	Q9Y6E0
Q01469	Q9Y6E0
P15924	Q9Y6E0
Q15583	Q9NPJ1
Q15583	Q9NVU7
O75716	Q15583
P62854	Q8IXH7
P40337	Q13526
O00159	Q9P2S5
Q8IYB5	Q9P2S5
P31946	Q6PKG0
P31946	P68400
P61981	Q9H0B6
P61981	Q92538
P27348	Q6PKG0
P27348	Q9H0B6
P27348	Q9BZ23
P63104	Q6PKG0
O75533	P63104
P51991	P62633
O76021	P62633
P51398	P62633
Q13315	Q99708
O60716	P35222
P14923	P35222
P24522	P24522
P0DMV8	Q00597
P19525	Q00597
P54132	Q13472
Q03164	Q9UBL3
Q9UBL3	Q9UBL3
P51610	Q03164
P51610	Q9Y5Z7
Q03164	Q9Y5Z7
O00255	Q9UBL3
O00255	P51610
O00255	Q9Y5Z7
O00255	Q03164
Q03164	Q15291
P61964	Q03164
Q15291	Q9UBL3
P51610	Q15291
Q15291	Q9Y5Z7
O00255	Q15291
P61964	Q9UBL3
P51610	P61964
P61964	Q9Y5Z7
O00255	P61964
P61964	Q15291
P51610	Q9UBL3
Q9UBL3	Q9Y5Z7
Q14686	Q99929
Q15291	Q99929
Q14686	Q8NEZ4
Q8NEZ4	Q9UBL3
Q15291	Q8NEZ4
Q14686	Q15291
P42771	Q00534
Q00534	Q8N726
P04637	Q12888
P10275	P41235
P25054	P35221
P25054	P35222
Q00597	Q9HB96
P38398	Q9BX63
P27986	P35222
P38398	Q99759
P51587	Q9P0W2
Q13873	Q6UWW8
P47871	Q13873
P02511	Q13873
O43559	Q13873
P23458	P40763
Q16611	Q16611
Q07820	Q16611
P04637	Q16611
P10275	P31749
P38398	P52292
P51587	Q7Z589
O15169	P49841
P38398	P51587
P40763	Q15642
P10275	P40189
O95996	P68133
P0DP23	P10275
P10275	Q99638
P04150	Q99638
P10275	P84022
P10275	Q14686
O15169	P35222
Q13363	Q9H307
O43504	Q14686
P01100	Q14686
P01100	Q15788
P05412	Q14686
P05412	Q15788
P19838	Q14686
P19838	Q15788
Q04206	Q14686
P11831	Q14686
Q14686	Q92731
P10276	Q14686
P10828	Q14686
Q14686	Q92793
P03372	Q14686
P04150	Q14686
P10827	Q14686
P56945	Q15654
Q05397	Q15654
P49023	Q15654
P12931	Q15654
P15927	Q12888
P15941	P25054
P08631	P11274
Q13315	Q9BXW9
Q13315	Q14683
Q14683	Q9UQE7
P04637	Q13315
P38398	P51532
P38398	P51531
P38398	Q13535
P16104	Q99728
P16104	P38398
P51668	Q99728
P38398	P51668
P25054	Q15172
P41743	Q92934
Q04206	Q99728
P43246	Q99728
P10415	Q07812
P10415	P50452
P11274	P29350
P20936	Q99704
P07332	P11274
P35222	P49768
P19793	P35222
P10275	P35222
P38398	P67870
P38398	Q15853
P25054	P68366
Q07812	Q07817
P38398	Q13287
P01106	P38398
P01106	Q13287
P00519	P29350
P54132	Q9BXW9
P04637	P54132
P54132	Q12888
P16104	P54132
P16104	Q12888
P39748	P54132
P16104	Q92878
P16104	Q06609
P38398	P38398
P38398	Q8NI51
O60333	P38398
P20585	P38398
P38398	Q15596
P38398	Q9Y6Q9
O95819	P38398
P38398	P49790
P38398	Q99708
P38398	Q96EY1
P24928	P38398
P38398	P49336
P24928	Q13503
P38398	Q13503
P23258	P38398
P38398	Q14192
P28324	P38398
P17275	P38398
P17535	P38398
P05412	P38398
P38398	Q92793
P38398	Q09472
P06400	P38398
P38398	Q06609
P04637	P38398
P54132	Q13315
P38398	P54132
P40692	P54132
P49959	P54132
P43246	P54132
P52701	P54132
O60934	P54132
P54132	Q92878
P38398	P49959
O60934	P49959
O60934	P38398
P38398	Q92878
P49959	Q92878
O60934	Q92878
P04637	Q13535
O15287	P51587
P11142	P38398
P38398	Q00536
O43683	Q13547
O60566	Q13547
O43684	Q13547
Q12834	Q13547
P12830	Q13547
Q13547	Q9Y6D9
O43684	Q92769
Q12834	Q92769
P12830	Q92769
Q92769	Q9Y6D9
O15360	Q9NPI8
Q00597	Q9NPI8
Q9HB96	Q9NPI8
O15287	Q9NPI8
P00519	P06400
P06400	P11274
P00519	P38398
P10415	P42574
P42574	P54132
P22681	P43403
O15287	P06493
P11274	P19447
P10275	P51946
P10275	P50613
O14757	P43246
O96017	P43246
O14757	P30304
O14757	P68400
P03372	P38398
P19838	P20749
P04637	P05549
P12830	P35222
P08581	P12830
P35222	P49841
O60341	Q13547
Q13547	Q9P0W2
Q13547	Q9UKL0
Q13547	Q96BD5
Q13547	Q92769
O60341	Q9P0W2
O60341	Q9UKL0
O60341	Q92769
O60341	Q96BD5
Q96BD5	Q9P0W2
Q9P0W2	Q9UKL0
Q92769	Q9P0W2
Q96BD5	Q9UKL0
Q92769	Q9UKL0
Q92769	Q96BD5
O95257	P12004
P10275	P10275
P12830	P12931
P12931	P27986
Q13363	Q13422
O43541	Q13363
P54132	Q13111
P55055	Q14686
Q13363	Q99708
P36897	Q13873
P36896	Q13873
Q13873	Q2NL82
Q04771	Q13873
P10275	Q9UER7
P15941	P35222
