,Unnamed: 0,site_id,well_id,cell_type,dataset,experiment,plate,well,site,well_type,sirna,sirna_id
58390,100212,HUVEC-16_3_O02_1,HUVEC-16_3_O02,HUVEC,train,HUVEC-16,3,O02,1,treatment,s225438,926
58391,100213,HUVEC-16_3_O02_2,HUVEC-16_3_O02,HUVEC,train,HUVEC-16,3,O02,2,treatment,s225438,926
58392,100214,HUVEC-16_3_O03_1,HUVEC-16_3_O03,HUVEC,train,HUVEC-16,3,O03,1,treatment,s20483,1087
58393,100215,HUVEC-16_3_O03_2,HUVEC-16_3_O03,HUVEC,train,HUVEC-16,3,O03,2,treatment,s20483,1087
58394,100216,HUVEC-16_3_O04_1,HUVEC-16_3_O04,HUVEC,train,HUVEC-16,3,O04,1,treatment,s17957,525
58395,100217,HUVEC-16_3_O04_2,HUVEC-16_3_O04,HUVEC,train,HUVEC-16,3,O04,2,treatment,s17957,525
58396,100218,HUVEC-16_3_O05_1,HUVEC-16_3_O05,HUVEC,train,HUVEC-16,3,O05,1,treatment,s18157,250
58397,100219,HUVEC-16_3_O05_2,HUVEC-16_3_O05,HUVEC,train,HUVEC-16,3,O05,2,treatment,s18157,250
58398,100220,HUVEC-16_3_O06_1,HUVEC-16_3_O06,HUVEC,train,HUVEC-16,3,O06,1,treatment,s20256,633
58399,100221,HUVEC-16_3_O06_2,HUVEC-16_3_O06,HUVEC,train,HUVEC-16,3,O06,2,treatment,s20256,633
58400,100222,HUVEC-16_3_O07_1,HUVEC-16_3_O07,HUVEC,train,HUVEC-16,3,O07,1,treatment,s18950,167
58401,100223,HUVEC-16_3_O07_2,HUVEC-16_3_O07,HUVEC,train,HUVEC-16,3,O07,2,treatment,s18950,167
58402,100224,HUVEC-16_3_O08_1,HUVEC-16_3_O08,HUVEC,train,HUVEC-16,3,O08,1,treatment,s19037,362
58403,100225,HUVEC-16_3_O08_2,HUVEC-16_3_O08,HUVEC,train,HUVEC-16,3,O08,2,treatment,s19037,362
58404,100226,HUVEC-16_3_O09_1,HUVEC-16_3_O09,HUVEC,train,HUVEC-16,3,O09,1,treatment,s19501,768
58405,100227,HUVEC-16_3_O09_2,HUVEC-16_3_O09,HUVEC,train,HUVEC-16,3,O09,2,treatment,s19501,768
58406,100228,HUVEC-16_3_O10_1,HUVEC-16_3_O10,HUVEC,train,HUVEC-16,3,O10,1,treatment,s18763,749
58407,100229,HUVEC-16_3_O10_2,HUVEC-16_3_O10,HUVEC,train,HUVEC-16,3,O10,2,treatment,s18763,749
58408,100230,HUVEC-16_3_O11_1,HUVEC-16_3_O11,HUVEC,train,HUVEC-16,3,O11,1,treatment,s195047,533
58409,100231,HUVEC-16_3_O11_2,HUVEC-16_3_O11,HUVEC,train,HUVEC-16,3,O11,2,treatment,s195047,533
58410,100232,HUVEC-16_3_O12_1,HUVEC-16_3_O12,HUVEC,train,HUVEC-16,3,O12,1,treatment,s18310,809
58411,100233,HUVEC-16_3_O12_2,HUVEC-16_3_O12,HUVEC,train,HUVEC-16,3,O12,2,treatment,s18310,809
58412,100234,HUVEC-16_3_O13_1,HUVEC-16_3_O13,HUVEC,train,HUVEC-16,3,O13,1,treatment,s20330,363
58413,100235,HUVEC-16_3_O13_2,HUVEC-16_3_O13,HUVEC,train,HUVEC-16,3,O13,2,treatment,s20330,363
58414,100236,HUVEC-16_3_O14_1,HUVEC-16_3_O14,HUVEC,train,HUVEC-16,3,O14,1,treatment,s19163,643
58415,100237,HUVEC-16_3_O14_2,HUVEC-16_3_O14,HUVEC,train,HUVEC-16,3,O14,2,treatment,s19163,643
58416,100238,HUVEC-16_3_O15_1,HUVEC-16_3_O15,HUVEC,train,HUVEC-16,3,O15,1,treatment,s225422,1071
58417,100239,HUVEC-16_3_O15_2,HUVEC-16_3_O15,HUVEC,train,HUVEC-16,3,O15,2,treatment,s225422,1071
58418,100240,HUVEC-16_3_O16_1,HUVEC-16_3_O16,HUVEC,train,HUVEC-16,3,O16,1,treatment,s18721,1086
58419,100241,HUVEC-16_3_O16_2,HUVEC-16_3_O16,HUVEC,train,HUVEC-16,3,O16,2,treatment,s18721,1086
58420,100242,HUVEC-16_3_O17_1,HUVEC-16_3_O17,HUVEC,train,HUVEC-16,3,O17,1,treatment,s19160,512
58421,100243,HUVEC-16_3_O17_2,HUVEC-16_3_O17,HUVEC,train,HUVEC-16,3,O17,2,treatment,s19160,512
58422,100244,HUVEC-16_3_O18_1,HUVEC-16_3_O18,HUVEC,train,HUVEC-16,3,O18,1,treatment,s20208,477
58423,100245,HUVEC-16_3_O18_2,HUVEC-16_3_O18,HUVEC,train,HUVEC-16,3,O18,2,treatment,s20208,477
58424,100246,HUVEC-16_3_O19_1,HUVEC-16_3_O19,HUVEC,train,HUVEC-16,3,O19,1,treatment,s18622,62
58425,100247,HUVEC-16_3_O19_2,HUVEC-16_3_O19,HUVEC,train,HUVEC-16,3,O19,2,treatment,s18622,62
58426,100248,HUVEC-16_3_O20_1,HUVEC-16_3_O20,HUVEC,train,HUVEC-16,3,O20,1,treatment,s19603,490
58427,100249,HUVEC-16_3_O20_2,HUVEC-16_3_O20,HUVEC,train,HUVEC-16,3,O20,2,treatment,s19603,490
58428,100250,HUVEC-16_3_O21_1,HUVEC-16_3_O21,HUVEC,train,HUVEC-16,3,O21,1,treatment,s18980,396
58429,100251,HUVEC-16_3_O21_2,HUVEC-16_3_O21,HUVEC,train,HUVEC-16,3,O21,2,treatment,s18980,396
58430,100252,HUVEC-16_3_O22_1,HUVEC-16_3_O22,HUVEC,train,HUVEC-16,3,O22,1,treatment,s195006,234
58431,100253,HUVEC-16_3_O22_2,HUVEC-16_3_O22,HUVEC,train,HUVEC-16,3,O22,2,treatment,s195006,234
58432,100254,HUVEC-16_3_O23_1,HUVEC-16_3_O23,HUVEC,train,HUVEC-16,3,O23,1,treatment,s20612,955
58433,100255,HUVEC-16_3_O23_2,HUVEC-16_3_O23,HUVEC,train,HUVEC-16,3,O23,2,treatment,s20612,955
58434,100256,HUVEC-16_4_B02_1,HUVEC-16_4_B02,HUVEC,train,HUVEC-16,4,B02,1,negative_control,EMPTY,1138
58435,100257,HUVEC-16_4_B02_2,HUVEC-16_4_B02,HUVEC,train,HUVEC-16,4,B02,2,negative_control,EMPTY,1138
58436,100258,HUVEC-16_4_B03_1,HUVEC-16_4_B03,HUVEC,train,HUVEC-16,4,B03,1,treatment,s20348,227
58437,100259,HUVEC-16_4_B03_2,HUVEC-16_4_B03,HUVEC,train,HUVEC-16,4,B03,2,treatment,s20348,227
58438,100260,HUVEC-16_4_B04_1,HUVEC-16_4_B04,HUVEC,train,HUVEC-16,4,B04,1,treatment,s19935,878
58439,100261,HUVEC-16_4_B04_2,HUVEC-16_4_B04,HUVEC,train,HUVEC-16,4,B04,2,treatment,s19935,878
58440,100262,HUVEC-16_4_B05_1,HUVEC-16_4_B05,HUVEC,train,HUVEC-16,4,B05,1,treatment,s20578,440
58441,100263,HUVEC-16_4_B05_2,HUVEC-16_4_B05,HUVEC,train,HUVEC-16,4,B05,2,treatment,s20578,440
58442,100264,HUVEC-16_4_B06_1,HUVEC-16_4_B06,HUVEC,train,HUVEC-16,4,B06,1,treatment,s20464,470
58443,100265,HUVEC-16_4_B06_2,HUVEC-16_4_B06,HUVEC,train,HUVEC-16,4,B06,2,treatment,s20464,470
58444,100266,HUVEC-16_4_B07_1,HUVEC-16_4_B07,HUVEC,train,HUVEC-16,4,B07,1,treatment,s21637,220
58445,100267,HUVEC-16_4_B07_2,HUVEC-16_4_B07,HUVEC,train,HUVEC-16,4,B07,2,treatment,s21637,220
58446,100268,HUVEC-16_4_B08_1,HUVEC-16_4_B08,HUVEC,train,HUVEC-16,4,B08,1,treatment,s20533,13
58447,100269,HUVEC-16_4_B08_2,HUVEC-16_4_B08,HUVEC,train,HUVEC-16,4,B08,2,treatment,s20533,13
58448,100270,HUVEC-16_4_B09_1,HUVEC-16_4_B09,HUVEC,train,HUVEC-16,4,B09,1,treatment,s21151,23
58449,100271,HUVEC-16_4_B09_2,HUVEC-16_4_B09,HUVEC,train,HUVEC-16,4,B09,2,treatment,s21151,23
58450,100272,HUVEC-16_4_B10_1,HUVEC-16_4_B10,HUVEC,train,HUVEC-16,4,B10,1,treatment,s256,67
58451,100273,HUVEC-16_4_B10_2,HUVEC-16_4_B10,HUVEC,train,HUVEC-16,4,B10,2,treatment,s256,67
58452,100274,HUVEC-16_4_B11_1,HUVEC-16_4_B11,HUVEC,train,HUVEC-16,4,B11,1,treatment,s20596,641
58453,100275,HUVEC-16_4_B11_2,HUVEC-16_4_B11,HUVEC,train,HUVEC-16,4,B11,2,treatment,s20596,641
58454,100276,HUVEC-16_4_B12_1,HUVEC-16_4_B12,HUVEC,train,HUVEC-16,4,B12,1,treatment,s20803,587
58455,100277,HUVEC-16_4_B12_2,HUVEC-16_4_B12,HUVEC,train,HUVEC-16,4,B12,2,treatment,s20803,587
58456,100278,HUVEC-16_4_B13_1,HUVEC-16_4_B13,HUVEC,train,HUVEC-16,4,B13,1,treatment,s20422,1054
58457,100279,HUVEC-16_4_B13_2,HUVEC-16_4_B13,HUVEC,train,HUVEC-16,4,B13,2,treatment,s20422,1054
58458,100280,HUVEC-16_4_B14_1,HUVEC-16_4_B14,HUVEC,train,HUVEC-16,4,B14,1,treatment,s20821,36
58459,100281,HUVEC-16_4_B14_2,HUVEC-16_4_B14,HUVEC,train,HUVEC-16,4,B14,2,treatment,s20821,36
58460,100282,HUVEC-16_4_B15_1,HUVEC-16_4_B15,HUVEC,train,HUVEC-16,4,B15,1,treatment,s20894,710
58461,100283,HUVEC-16_4_B15_2,HUVEC-16_4_B15,HUVEC,train,HUVEC-16,4,B15,2,treatment,s20894,710
58462,100284,HUVEC-16_4_B16_1,HUVEC-16_4_B16,HUVEC,train,HUVEC-16,4,B16,1,treatment,s20670,474
58463,100285,HUVEC-16_4_B16_2,HUVEC-16_4_B16,HUVEC,train,HUVEC-16,4,B16,2,treatment,s20670,474
58464,100286,HUVEC-16_4_B17_1,HUVEC-16_4_B17,HUVEC,train,HUVEC-16,4,B17,1,treatment,s20627,468
58465,100287,HUVEC-16_4_B17_2,HUVEC-16_4_B17,HUVEC,train,HUVEC-16,4,B17,2,treatment,s20627,468
58466,100288,HUVEC-16_4_B18_1,HUVEC-16_4_B18,HUVEC,train,HUVEC-16,4,B18,1,treatment,s21045,332
58467,100289,HUVEC-16_4_B18_2,HUVEC-16_4_B18,HUVEC,train,HUVEC-16,4,B18,2,treatment,s21045,332
58468,100290,HUVEC-16_4_B19_1,HUVEC-16_4_B19,HUVEC,train,HUVEC-16,4,B19,1,treatment,s195027,619
58469,100291,HUVEC-16_4_B19_2,HUVEC-16_4_B19,HUVEC,train,HUVEC-16,4,B19,2,treatment,s195027,619
58470,100292,HUVEC-16_4_B20_1,HUVEC-16_4_B20,HUVEC,train,HUVEC-16,4,B20,1,treatment,s20403,1036
58471,100293,HUVEC-16_4_B20_2,HUVEC-16_4_B20,HUVEC,train,HUVEC-16,4,B20,2,treatment,s20403,1036
58472,100294,HUVEC-16_4_B21_1,HUVEC-16_4_B21,HUVEC,train,HUVEC-16,4,B21,1,treatment,s21658,904
58473,100295,HUVEC-16_4_B21_2,HUVEC-16_4_B21,HUVEC,train,HUVEC-16,4,B21,2,treatment,s21658,904
58474,100296,HUVEC-16_4_B22_1,HUVEC-16_4_B22,HUVEC,train,HUVEC-16,4,B22,1,treatment,s20099,522
58475,100297,HUVEC-16_4_B22_2,HUVEC-16_4_B22,HUVEC,train,HUVEC-16,4,B22,2,treatment,s20099,522
58476,100298,HUVEC-16_4_B23_1,HUVEC-16_4_B23,HUVEC,train,HUVEC-16,4,B23,1,treatment,s21290,609
58477,100299,HUVEC-16_4_B23_2,HUVEC-16_4_B23,HUVEC,train,HUVEC-16,4,B23,2,treatment,s21290,609
58478,100300,HUVEC-16_4_C02_1,HUVEC-16_4_C02,HUVEC,train,HUVEC-16,4,C02,1,treatment,s20512,675
58479,100301,HUVEC-16_4_C02_2,HUVEC-16_4_C02,HUVEC,train,HUVEC-16,4,C02,2,treatment,s20512,675
58480,100302,HUVEC-16_4_C03_1,HUVEC-16_4_C03,HUVEC,train,HUVEC-16,4,C03,1,positive_control,s14729,1113
58481,100303,HUVEC-16_4_C03_2,HUVEC-16_4_C03,HUVEC,train,HUVEC-16,4,C03,2,positive_control,s14729,1113
58482,100304,HUVEC-16_4_C04_1,HUVEC-16_4_C04,HUVEC,train,HUVEC-16,4,C04,1,treatment,s20444,892
58483,100305,HUVEC-16_4_C04_2,HUVEC-16_4_C04,HUVEC,train,HUVEC-16,4,C04,2,treatment,s20444,892
58484,100306,HUVEC-16_4_C05_1,HUVEC-16_4_C05,HUVEC,train,HUVEC-16,4,C05,1,treatment,s20734,297
58485,100307,HUVEC-16_4_C05_2,HUVEC-16_4_C05,HUVEC,train,HUVEC-16,4,C05,2,treatment,s20734,297
58486,100308,HUVEC-16_4_C06_1,HUVEC-16_4_C06,HUVEC,train,HUVEC-16,4,C06,1,treatment,s20607,240
58487,100309,HUVEC-16_4_C06_2,HUVEC-16_4_C06,HUVEC,train,HUVEC-16,4,C06,2,treatment,s20607,240
58488,100310,HUVEC-16_4_C07_1,HUVEC-16_4_C07,HUVEC,train,HUVEC-16,4,C07,1,positive_control,s15652,1114
58489,100311,HUVEC-16_4_C07_2,HUVEC-16_4_C07,HUVEC,train,HUVEC-16,4,C07,2,positive_control,s15652,1114
58490,100312,HUVEC-16_4_C08_1,HUVEC-16_4_C08,HUVEC,train,HUVEC-16,4,C08,1,treatment,s21707,304
58491,100313,HUVEC-16_4_C08_2,HUVEC-16_4_C08,HUVEC,train,HUVEC-16,4,C08,2,treatment,s21707,304
58492,100314,HUVEC-16_4_C09_1,HUVEC-16_4_C09,HUVEC,train,HUVEC-16,4,C09,1,treatment,s20132,850
58493,100315,HUVEC-16_4_C09_2,HUVEC-16_4_C09,HUVEC,train,HUVEC-16,4,C09,2,treatment,s20132,850
58494,100316,HUVEC-16_4_C10_1,HUVEC-16_4_C10,HUVEC,train,HUVEC-16,4,C10,1,treatment,s21507,0
58495,100317,HUVEC-16_4_C10_2,HUVEC-16_4_C10,HUVEC,train,HUVEC-16,4,C10,2,treatment,s21507,0
58496,100318,HUVEC-16_4_C11_1,HUVEC-16_4_C11,HUVEC,train,HUVEC-16,4,C11,1,positive_control,s2947,1120
58497,100319,HUVEC-16_4_C11_2,HUVEC-16_4_C11,HUVEC,train,HUVEC-16,4,C11,2,positive_control,s2947,1120
58498,100320,HUVEC-16_4_C12_1,HUVEC-16_4_C12,HUVEC,train,HUVEC-16,4,C12,1,treatment,s21506,488
58499,100321,HUVEC-16_4_C12_2,HUVEC-16_4_C12,HUVEC,train,HUVEC-16,4,C12,2,treatment,s21506,488
58500,100322,HUVEC-16_4_C13_1,HUVEC-16_4_C13,HUVEC,train,HUVEC-16,4,C13,1,treatment,s394,746
58501,100323,HUVEC-16_4_C13_2,HUVEC-16_4_C13,HUVEC,train,HUVEC-16,4,C13,2,treatment,s394,746
58502,100324,HUVEC-16_4_C14_1,HUVEC-16_4_C14,HUVEC,train,HUVEC-16,4,C14,1,treatment,s19979,141
58503,100325,HUVEC-16_4_C14_2,HUVEC-16_4_C14,HUVEC,train,HUVEC-16,4,C14,2,treatment,s19979,141
58504,100326,HUVEC-16_4_C15_1,HUVEC-16_4_C15,HUVEC,train,HUVEC-16,4,C15,1,positive_control,s501323,1127
58505,100327,HUVEC-16_4_C15_2,HUVEC-16_4_C15,HUVEC,train,HUVEC-16,4,C15,2,positive_control,s501323,1127
58506,100328,HUVEC-16_4_C16_1,HUVEC-16_4_C16,HUVEC,train,HUVEC-16,4,C16,1,treatment,s20452,854
58507,100329,HUVEC-16_4_C16_2,HUVEC-16_4_C16,HUVEC,train,HUVEC-16,4,C16,2,treatment,s20452,854
58508,100330,HUVEC-16_4_C17_1,HUVEC-16_4_C17,HUVEC,train,HUVEC-16,4,C17,1,treatment,s21486,846
58509,100331,HUVEC-16_4_C17_2,HUVEC-16_4_C17,HUVEC,train,HUVEC-16,4,C17,2,treatment,s21486,846
58510,100332,HUVEC-16_4_C18_1,HUVEC-16_4_C18,HUVEC,train,HUVEC-16,4,C18,1,treatment,s20102,152
58511,100333,HUVEC-16_4_C18_2,HUVEC-16_4_C18,HUVEC,train,HUVEC-16,4,C18,2,treatment,s20102,152
58512,100334,HUVEC-16_4_C19_1,HUVEC-16_4_C19,HUVEC,train,HUVEC-16,4,C19,1,positive_control,s501392,1132
58513,100335,HUVEC-16_4_C19_2,HUVEC-16_4_C19,HUVEC,train,HUVEC-16,4,C19,2,positive_control,s501392,1132
58514,100336,HUVEC-16_4_C20_1,HUVEC-16_4_C20,HUVEC,train,HUVEC-16,4,C20,1,treatment,s20288,794
58515,100337,HUVEC-16_4_C20_2,HUVEC-16_4_C20,HUVEC,train,HUVEC-16,4,C20,2,treatment,s20288,794
58516,100338,HUVEC-16_4_C21_1,HUVEC-16_4_C21,HUVEC,train,HUVEC-16,4,C21,1,treatment,s20584,612
58517,100339,HUVEC-16_4_C21_2,HUVEC-16_4_C21,HUVEC,train,HUVEC-16,4,C21,2,treatment,s20584,612
58518,100340,HUVEC-16_4_C22_1,HUVEC-16_4_C22,HUVEC,train,HUVEC-16,4,C22,1,positive_control,s18582,1116
58519,100341,HUVEC-16_4_C22_2,HUVEC-16_4_C22,HUVEC,train,HUVEC-16,4,C22,2,positive_control,s18582,1116
58520,100342,HUVEC-16_4_C23_1,HUVEC-16_4_C23,HUVEC,train,HUVEC-16,4,C23,1,treatment,s20954,841
58521,100343,HUVEC-16_4_C23_2,HUVEC-16_4_C23,HUVEC,train,HUVEC-16,4,C23,2,treatment,s20954,841
58522,100344,HUVEC-16_4_D02_1,HUVEC-16_4_D02,HUVEC,train,HUVEC-16,4,D02,1,treatment,s20048,230
58523,100345,HUVEC-16_4_D02_2,HUVEC-16_4_D02,HUVEC,train,HUVEC-16,4,D02,2,treatment,s20048,230
58524,100346,HUVEC-16_4_D03_1,HUVEC-16_4_D03,HUVEC,train,HUVEC-16,4,D03,1,treatment,s21311,226
58525,100347,HUVEC-16_4_D03_2,HUVEC-16_4_D03,HUVEC,train,HUVEC-16,4,D03,2,treatment,s21311,226
58526,100348,HUVEC-16_4_D04_1,HUVEC-16_4_D04,HUVEC,train,HUVEC-16,4,D04,1,treatment,s20171,822
58527,100349,HUVEC-16_4_D04_2,HUVEC-16_4_D04,HUVEC,train,HUVEC-16,4,D04,2,treatment,s20171,822
58528,100350,HUVEC-16_4_D05_1,HUVEC-16_4_D05,HUVEC,train,HUVEC-16,4,D05,1,treatment,s21523,441
58529,100351,HUVEC-16_4_D05_2,HUVEC-16_4_D05,HUVEC,train,HUVEC-16,4,D05,2,treatment,s21523,441
58530,100352,HUVEC-16_4_D06_1,HUVEC-16_4_D06,HUVEC,train,HUVEC-16,4,D06,1,treatment,s223115,833
58531,100353,HUVEC-16_4_D06_2,HUVEC-16_4_D06,HUVEC,train,HUVEC-16,4,D06,2,treatment,s223115,833
58532,100354,HUVEC-16_4_D07_1,HUVEC-16_4_D07,HUVEC,train,HUVEC-16,4,D07,1,treatment,s21325,292
58533,100355,HUVEC-16_4_D07_2,HUVEC-16_4_D07,HUVEC,train,HUVEC-16,4,D07,2,treatment,s21325,292
58534,100356,HUVEC-16_4_D08_1,HUVEC-16_4_D08,HUVEC,train,HUVEC-16,4,D08,1,treatment,s223090,885
58535,100357,HUVEC-16_4_D08_2,HUVEC-16_4_D08,HUVEC,train,HUVEC-16,4,D08,2,treatment,s223090,885
58536,100358,HUVEC-16_4_D09_1,HUVEC-16_4_D09,HUVEC,train,HUVEC-16,4,D09,1,treatment,s20744,1075
58537,100359,HUVEC-16_4_D09_2,HUVEC-16_4_D09,HUVEC,train,HUVEC-16,4,D09,2,treatment,s20744,1075
58538,100360,HUVEC-16_4_D10_1,HUVEC-16_4_D10,HUVEC,train,HUVEC-16,4,D10,1,treatment,s21124,82
58539,100361,HUVEC-16_4_D10_2,HUVEC-16_4_D10,HUVEC,train,HUVEC-16,4,D10,2,treatment,s21124,82
58540,100362,HUVEC-16_4_D11_1,HUVEC-16_4_D11,HUVEC,train,HUVEC-16,4,D11,1,treatment,s223122,979
58541,100363,HUVEC-16_4_D11_2,HUVEC-16_4_D11,HUVEC,train,HUVEC-16,4,D11,2,treatment,s223122,979
58542,100364,HUVEC-16_4_D12_1,HUVEC-16_4_D12,HUVEC,train,HUVEC-16,4,D12,1,treatment,s21670,668
58543,100365,HUVEC-16_4_D12_2,HUVEC-16_4_D12,HUVEC,train,HUVEC-16,4,D12,2,treatment,s21670,668
58544,100366,HUVEC-16_4_D13_1,HUVEC-16_4_D13,HUVEC,train,HUVEC-16,4,D13,1,treatment,s21063,976
58545,100367,HUVEC-16_4_D13_2,HUVEC-16_4_D13,HUVEC,train,HUVEC-16,4,D13,2,treatment,s21063,976
58546,100368,HUVEC-16_4_D14_1,HUVEC-16_4_D14,HUVEC,train,HUVEC-16,4,D14,1,treatment,s20264,331
58547,100369,HUVEC-16_4_D14_2,HUVEC-16_4_D14,HUVEC,train,HUVEC-16,4,D14,2,treatment,s20264,331
58548,100370,HUVEC-16_4_D15_1,HUVEC-16_4_D15,HUVEC,train,HUVEC-16,4,D15,1,treatment,s19810,416
58549,100371,HUVEC-16_4_D15_2,HUVEC-16_4_D15,HUVEC,train,HUVEC-16,4,D15,2,treatment,s19810,416
58550,100372,HUVEC-16_4_D16_1,HUVEC-16_4_D16,HUVEC,train,HUVEC-16,4,D16,1,treatment,s20487,1048
58551,100373,HUVEC-16_4_D16_2,HUVEC-16_4_D16,HUVEC,train,HUVEC-16,4,D16,2,treatment,s20487,1048
58552,100374,HUVEC-16_4_D17_1,HUVEC-16_4_D17,HUVEC,train,HUVEC-16,4,D17,1,treatment,s21515,15
58553,100375,HUVEC-16_4_D17_2,HUVEC-16_4_D17,HUVEC,train,HUVEC-16,4,D17,2,treatment,s21515,15
58554,100376,HUVEC-16_4_D18_1,HUVEC-16_4_D18,HUVEC,train,HUVEC-16,4,D18,1,treatment,s21347,1072
58555,100377,HUVEC-16_4_D18_2,HUVEC-16_4_D18,HUVEC,train,HUVEC-16,4,D18,2,treatment,s21347,1072
58556,100378,HUVEC-16_4_D19_1,HUVEC-16_4_D19,HUVEC,train,HUVEC-16,4,D19,1,treatment,s21020,741
58557,100379,HUVEC-16_4_D19_2,HUVEC-16_4_D19,HUVEC,train,HUVEC-16,4,D19,2,treatment,s21020,741
58558,100380,HUVEC-16_4_D20_1,HUVEC-16_4_D20,HUVEC,train,HUVEC-16,4,D20,1,treatment,s21560,306
58559,100381,HUVEC-16_4_D20_2,HUVEC-16_4_D20,HUVEC,train,HUVEC-16,4,D20,2,treatment,s21560,306
58560,100382,HUVEC-16_4_D21_1,HUVEC-16_4_D21,HUVEC,train,HUVEC-16,4,D21,1,treatment,s20837,780
58561,100383,HUVEC-16_4_D21_2,HUVEC-16_4_D21,HUVEC,train,HUVEC-16,4,D21,2,treatment,s20837,780
58562,100384,HUVEC-16_4_D22_1,HUVEC-16_4_D22,HUVEC,train,HUVEC-16,4,D22,1,treatment,s21529,260
58563,100385,HUVEC-16_4_D22_2,HUVEC-16_4_D22,HUVEC,train,HUVEC-16,4,D22,2,treatment,s21529,260
58564,100386,HUVEC-16_4_D23_1,HUVEC-16_4_D23,HUVEC,train,HUVEC-16,4,D23,1,treatment,s19801,930
58565,100387,HUVEC-16_4_D23_2,HUVEC-16_4_D23,HUVEC,train,HUVEC-16,4,D23,2,treatment,s19801,930
58566,100388,HUVEC-16_4_E02_1,HUVEC-16_4_E02,HUVEC,train,HUVEC-16,4,E02,1,treatment,s20211,1050
58567,100389,HUVEC-16_4_E02_2,HUVEC-16_4_E02,HUVEC,train,HUVEC-16,4,E02,2,treatment,s20211,1050
58568,100390,HUVEC-16_4_E03_1,HUVEC-16_4_E03,HUVEC,train,HUVEC-16,4,E03,1,treatment,s195030,17
58569,100391,HUVEC-16_4_E03_2,HUVEC-16_4_E03,HUVEC,train,HUVEC-16,4,E03,2,treatment,s195030,17
58570,100392,HUVEC-16_4_E04_1,HUVEC-16_4_E04,HUVEC,train,HUVEC-16,4,E04,1,treatment,s20297,427
58571,100393,HUVEC-16_4_E04_2,HUVEC-16_4_E04,HUVEC,train,HUVEC-16,4,E04,2,treatment,s20297,427
58572,100394,HUVEC-16_4_E05_1,HUVEC-16_4_E05,HUVEC,train,HUVEC-16,4,E05,1,treatment,s20946,602
58573,100395,HUVEC-16_4_E05_2,HUVEC-16_4_E05,HUVEC,train,HUVEC-16,4,E05,2,treatment,s20946,602
58574,100396,HUVEC-16_4_E06_1,HUVEC-16_4_E06,HUVEC,train,HUVEC-16,4,E06,1,treatment,s21651,645
58575,100397,HUVEC-16_4_E06_2,HUVEC-16_4_E06,HUVEC,train,HUVEC-16,4,E06,2,treatment,s21651,645
58576,100398,HUVEC-16_4_E07_1,HUVEC-16_4_E07,HUVEC,train,HUVEC-16,4,E07,1,treatment,s20110,97
58577,100399,HUVEC-16_4_E07_2,HUVEC-16_4_E07,HUVEC,train,HUVEC-16,4,E07,2,treatment,s20110,97
58578,100400,HUVEC-16_4_E08_1,HUVEC-16_4_E08,HUVEC,train,HUVEC-16,4,E08,1,treatment,s20361,458
58579,100401,HUVEC-16_4_E08_2,HUVEC-16_4_E08,HUVEC,train,HUVEC-16,4,E08,2,treatment,s20361,458
58580,100402,HUVEC-16_4_E09_1,HUVEC-16_4_E09,HUVEC,train,HUVEC-16,4,E09,1,treatment,s20867,243
58581,100403,HUVEC-16_4_E09_2,HUVEC-16_4_E09,HUVEC,train,HUVEC-16,4,E09,2,treatment,s20867,243
58582,100404,HUVEC-16_4_E10_1,HUVEC-16_4_E10,HUVEC,train,HUVEC-16,4,E10,1,treatment,s19899,1097
58583,100405,HUVEC-16_4_E10_2,HUVEC-16_4_E10,HUVEC,train,HUVEC-16,4,E10,2,treatment,s19899,1097
58584,100406,HUVEC-16_4_E11_1,HUVEC-16_4_E11,HUVEC,train,HUVEC-16,4,E11,1,treatment,s20138,1082
58585,100407,HUVEC-16_4_E11_2,HUVEC-16_4_E11,HUVEC,train,HUVEC-16,4,E11,2,treatment,s20138,1082
58586,100408,HUVEC-16_4_E12_1,HUVEC-16_4_E12,HUVEC,train,HUVEC-16,4,E12,1,treatment,s20638,1010
58587,100409,HUVEC-16_4_E12_2,HUVEC-16_4_E12,HUVEC,train,HUVEC-16,4,E12,2,treatment,s20638,1010
58588,100410,HUVEC-16_4_E13_1,HUVEC-16_4_E13,HUVEC,train,HUVEC-16,4,E13,1,treatment,s21721,855
58589,100411,HUVEC-16_4_E13_2,HUVEC-16_4_E13,HUVEC,train,HUVEC-16,4,E13,2,treatment,s21721,855
58590,100412,HUVEC-16_4_E14_1,HUVEC-16_4_E14,HUVEC,train,HUVEC-16,4,E14,1,treatment,s20539,325
58591,100413,HUVEC-16_4_E14_2,HUVEC-16_4_E14,HUVEC,train,HUVEC-16,4,E14,2,treatment,s20539,325
58592,100414,HUVEC-16_4_E15_1,HUVEC-16_4_E15,HUVEC,train,HUVEC-16,4,E15,1,treatment,s20391,493
58593,100415,HUVEC-16_4_E15_2,HUVEC-16_4_E15,HUVEC,train,HUVEC-16,4,E15,2,treatment,s20391,493
58594,100416,HUVEC-16_4_E16_1,HUVEC-16_4_E16,HUVEC,train,HUVEC-16,4,E16,1,treatment,s20323,201
58595,100417,HUVEC-16_4_E16_2,HUVEC-16_4_E16,HUVEC,train,HUVEC-16,4,E16,2,treatment,s20323,201
58596,100418,HUVEC-16_4_E17_1,HUVEC-16_4_E17,HUVEC,train,HUVEC-16,4,E17,1,treatment,s19911,994
